Id,Class,energy0,contras0,homogenity0,correlation0
76,G1,0.014614508523496,0.155469338465935,184.355786895286,0.970651369562227
260,G1,0.014573268876973,0.166320427676377,162.286112812138,0.975695067839487
88,G1,0.015504564013208,0.190170905093839,196.925018711303,0.971960025610817
243,G1,0.019459456306541,0.268229673522246,110.590052391645,0.985235239744158
229,G1,0.019816611719522,0.279348192985939,136.324283867456,0.98274592544803
173,G1,0.018410681133126,0.263996891731552,237.492617540996,0.968044908030659
152,G1,0.016100240260905,0.202248604022548,155.101177110975,0.978074205717962
95,G1,0.014617200909473,0.162476355230931,165.737293325169,0.975408449053828
121,G1,0.018140450592326,0.246893916894828,108.663196570729,0.985742727160746
176,G1,0.016795197412051,0.211074330597938,170.602776076751,0.975192972635256
220,G1,0.014882502671639,0.157320461991979,173.703612982241,0.971829609619558
301,G1,0.015898920113694,0.185997480358939,141.95223515003,0.981044103964604
125,G1,0.016620909445993,0.20552101016806,95.4960876369319,0.986743331020113
167,G1,0.017140280224724,0.22440565290206,136.150098659589,0.980801141671867
192,G1,0.015635468013113,0.191513164719736,176.586174049127,0.974925691573746
131,G1,0.014606824577121,0.170244346771565,142.413689868681,0.979143024915416
156,G1,0.014593903267185,0.162604025182376,166.732462407295,0.975483683525411
148,G1,0.016096070275816,0.208495439666947,216.982377355925,0.974264670786944
249,G1,0.014396119765263,0.148124744961783,206.082601891544,0.966835065464609
275,G1,0.018182893098953,0.253315625954909,103.735252092263,0.986378574268553
152,G1,0.015193746031963,0.171260271622378,181.48887528067,0.97019322825966
18,G1,0.015796089035531,0.200297092427269,213.951486697968,0.974723274565831
211,G1,0.015684542841713,0.179946903942855,148.071443151664,0.979420851743204
76,G1,0.019572255379771,0.291564240821338,176.383207457304,0.977191092377825
188,G1,0.013988528040671,0.166854180722034,214.78675920256,0.97365237513477
37,G1,0.016320150317272,0.208041949609063,145.664421310471,0.979105893578135
197,G1,0.014656579769893,0.176717084980495,267.73579642104,0.9700423003402
223,G1,0.01375078414379,0.161007797382505,204.96686398585,0.974397185215859
174,G1,0.015453344957362,0.181267243022974,150.422126964687,0.979691619362653
296,G1,0.014744601447316,0.17121624445009,149.734367558005,0.977911888937304
231,G1,0.014985578523738,0.163313425810468,214.066203987209,0.965902933279637
106,G1,0.014379065604725,0.168340668724361,247.725386133226,0.971306471654111
147,G1,0.016205641009662,0.206709186168902,154.315166360481,0.977641347671952
279,G1,0.016434636441746,0.214707738337147,157.048717425325,0.977223489058847
204,G1,0.020449434420496,0.292871499317246,150.142069810165,0.978799169657564
271,G1,0.020010214481967,0.289636215684696,140.716472749542,0.982291752267167
220,G1,0.017317227761408,0.220184421596472,163.502687623325,0.976451144260654
142,G1,0.017108514030468,0.219596530143168,153.566782336531,0.977972092443435
269,G1,0.020584709071431,0.287207915119276,141.469891814657,0.981517535864341
21,G1,0.013183566085914,0.117709929764887,213.531400966183,0.960926885675459
160,G1,0.018297236480134,0.251124366952148,247.805946791864,0.966626695001162
106,G1,0.01740722123628,0.225282168955614,164.97128665714,0.975999967282397
161,G1,0.015257523778393,0.17722790646924,155.13683064571,0.978649310940415
191,G1,0.014569138491973,0.179598956461582,269.201741852082,0.969393156170671
274,G1,0.014558409906836,0.173972047364385,273.656528543243,0.96920220417211
145,G1,0.017581153214454,0.22979371489394,122.48159488331,0.983977577016169
272,G1,0.014996001502866,0.160458867026143,141.793495271143,0.97493545936733
38,G1,0.01470837010507,0.16537575451526,159.027692726407,0.976657328148435
135,G1,0.013089823238143,0.124159531076221,209.061985439206,0.963481314829618
51,G1,0.013725004086266,0.159087436732441,193.494318568416,0.97489248072117
109,G1,0.014660448680966,0.167420325024965,165.541607130708,0.975545087341007
45,G1,0.019951594187953,0.279184256873731,134.713410900184,0.982902448275053
212,G1,0.016747165685321,0.218097636429167,177.290399401239,0.974187626121395
101,G1,0.014804763920077,0.181029659352778,283.00755256175,0.968576262058494
223,G1,0.01767085054278,0.232278397993466,196.822616860584,0.97405820282169
68,G1,0.017332459453238,0.222220162672664,164.799891134244,0.975937280646671
247,G1,0.014107661426831,0.151879980340807,173.464312444717,0.974021617750954
196,G1,0.01313166727567,0.121785052257431,213.248622167789,0.96194558881102
104,G1,0.02029307889649,0.284540884589696,128.109410083691,0.982912049474731
92,G1,0.014768288325313,0.154974223123318,163.518064911205,0.973754761189491
173,G1,0.016860056589429,0.216109119537335,164.625161597605,0.975961452752601
241,G1,0.019278577592353,0.276544382433658,201.905150711029,0.971934016373288
168,G1,0.013938547094346,0.132362355312372,163.127917262026,0.970336964499499
236,G1,0.016744746658329,0.214387556847045,176.630536844254,0.974348676949831
169,G1,0.017623826218592,0.228932874685868,201.900319793155,0.973255870644796
36,G1,0.016385265276231,0.211820106442751,148.372933251685,0.978595753128306
243,G1,0.014074560326222,0.153823801908794,175.546438048582,0.974415442499732
277,G1,0.019959655989152,0.282216531783616,128.495271143772,0.98359856603977
259,G1,0.013884802384426,0.152444818277419,172.281826223039,0.975965878342998
183,G1,0.015379921990772,0.175869825829472,152.88201673811,0.979065294389793
